SEDE;COD_FACULTAD;FACULTAD;COD_PLAN;PLAN;COD_NIVEL;NIVEL;AVANCE_CARRERA;COD_ACCESO;ACCESO;COD_SUBACCESO;SUBACCESO;CONVOCATORIA;APERTURA;T_DOCUMENTO;GENERO;EDAD;NUMERO_MATRICULAS;PAPA;PROME_ACADE;PBM_CALCULADO;ESTRATO;COD_DEPTO_RESIDENCIA;DEPTO_RESIDENCIA;COD_MUN_RESIDENCIA;MUNICIPIO_RESIDENCIA;COD_PROVINCIA;PROVINCIA_NACIMIENTO;COD_MINICIPIO;MUNICIPIO_NACIMIENTO;COD_NACIONALIDAD;PAIS-NACIONALIDAD;VICTIMAS_DEL_CONFLICTO;DISCAPACIDAD;CARACTER_COLEGIO;PUNTAJE_ADMISION
SEDE DE LA PAZ;1004;ESCUELA DE PREGRADO LA PAZ;L004;GESTION CULTURAL Y COMUNICATIVA;3;PREGRADO;37.3;1;EXAMEN DE ADMISION A LA UNIVERSIDAD;29;PROGRAMA DE ADMISION ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ;2021-2S;2021-2S;NUMERO DE CEDULA;MUJER;21;6;4.3;4.3;4;1;;;;;20;CESAR;750;SAN DIEGO;170;COLOMBIA;NO;NO;Plantel Oficial;461.82
SEDE DE LA PAZ;1004;ESCUELA DE PREGRADO LA PAZ;L001;BIOLOGIA;3;PREGRADO;44.1;1;EXAMEN DE ADMISION A LA UNIVERSIDAD;29;PROGRAMA DE ADMISION ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ;2021-2S;2021-2S;NUMERO DE CEDULA;MUJER;20;6;4.2;4.2;1;1;;;;;20;CESAR;570;PUEBLO BELLO;170;COLOMBIA;NO;NO;Plantel Oficial;471.78
SEDE DE LA PAZ;1004;ESCUELA DE PREGRADO LA PAZ;L004;GESTION CULTURAL Y COMUNICATIVA;3;PREGRADO;34.7;1;EXAMEN DE ADMISION A LA UNIVERSIDAD;29;PROGRAMA DE ADMISION ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ;2021-2S;2021-2S;NUMERO DE CEDULA;HOMBRE;26;6;4.3;4.3;7;2;;;;;20;CESAR;1;VALLEDUPAR;170;COLOMBIA;NO;NO;Plantel Oficial;476.98
SEDE DE LA PAZ;1004;ESCUELA DE PREGRADO LA PAZ;L001;BIOLOGIA;3;PREGRADO;57.5;1;EXAMEN DE ADMISION A LA UNIVERSIDAD;29;PROGRAMA DE ADMISION ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ;2021-2S;2021-2S;NUMERO DE CEDULA;MUJER;25;6;4.3;4.3;6;2;20;CESAR;1;VALLEDUPAR;20;CESAR;1;VALLEDUPAR;170;COLOMBIA;NO;NO;Plantel Oficial;454.19
SEDE DE LA PAZ;1004;ESCUELA DE PREGRADO LA PAZ;L002;ESTADISTICA;3;PREGRADO;40;1;EXAMEN DE ADMISION A LA UNIVERSIDAD;29;PROGRAMA DE ADMISION ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ;2021-2S;2021-2S;NUMERO DE CEDULA;HOMBRE;19;6;3.9;3.9;2;1;20;CESAR;1;VALLEDUPAR;20;CESAR;1;VALLEDUPAR;170;COLOMBIA;NO;NO;Plantel Oficial;568.35
SEDE DE LA PAZ;1004;ESCUELA DE PREGRADO LA PAZ;L001;BIOLOGIA;3;PREGRADO;43;1;EXAMEN DE ADMISION A LA UNIVERSIDAD;29;PROGRAMA DE ADMISION ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ;2021-2S;2021-2S;NUMERO DE CEDULA;HOMBRE;20;6;4.2;4.2;3;1;;;;;20;CESAR;1;VALLEDUPAR;170;COLOMBIA;NO;NO;Plantel Oficial;530.29
SEDE DE LA PAZ;1004;ESCUELA DE PREGRADO LA PAZ;L004;GESTION CULTURAL Y COMUNICATIVA;3;PREGRADO;34;1;EXAMEN DE ADMISION A LA UNIVERSIDAD;29;PROGRAMA DE ADMISION ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ;2021-2S;2021-2S;TARJETA IDENTIDAD;MUJER;20;6;3.7;3.8;38;2;;;;;20;CESAR;1;VALLEDUPAR;170;COLOMBIA;NO;NO;Plantel Privado;463
SEDE DE LA PAZ;1004;ESCUELA DE PREGRADO LA PAZ;L003;GEOGRAFIA;3;PREGRADO;42.6;1;EXAMEN DE ADMISION A LA UNIVERSIDAD;29;PROGRAMA DE ADMISION ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ;2021-2S;2021-2S;NUMERO DE CEDULA;MUJER;21;6;3.8;3.9;1;1;;;;;20;CESAR;750;SAN DIEGO;170;COLOMBIA;NO;NO;Nocturno;303.93
SEDE DE LA PAZ;1004;ESCUELA DE PREGRADO LA PAZ;L005;INGENIERIA BIOLOGICA;3;PREGRADO;19.8;1;EXAMEN DE ADMISION A LA UNIVERSIDAD;29;PROGRAMA DE ADMISION ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ;2022-2S;2022-2S;NUMERO DE CEDULA;MUJER;18;4;4;4;1;1;;;;;20;CESAR;1;VALLEDUPAR;170;COLOMBIA;NO;NO;Plantel Oficial;506.21
SEDE DE LA PAZ;1004;ESCUELA DE PREGRADO LA PAZ;L003;GEOGRAFIA;3;PREGRADO;22;1;EXAMEN DE ADMISION A LA UNIVERSIDAD;29;PROGRAMA DE ADMISION ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ;2022-2S;2022-2S;NUMERO DE CEDULA;MUJER;19;4;4;4;6;2;20;CESAR;1;VALLEDUPAR;13;BOLIVAR;600;RIO VIEJO;170;COLOMBIA;NO;NO;Plantel Oficial;317.351
SEDE DE LA PAZ;1004;ESCUELA DE PREGRADO LA PAZ;L004;GESTION CULTURAL Y COMUNICATIVA;3;PREGRADO;15.3;1;EXAMEN DE ADMISION A LA UNIVERSIDAD;29;PROGRAMA DE ADMISION ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ;2022-2S;2022-2S;NUMERO DE CEDULA;HOMBRE;21;4;3.5;3.6;1;1;;;;;20;CESAR;1;VALLEDUPAR;170;COLOMBIA;NO;NO;Plantel Oficial;419.368
SEDE DE LA PAZ;1004;ESCUELA DE PREGRADO LA PAZ;L006;INGENIERIA MECATRONICA;3;PREGRADO;20.9;1;EXAMEN DE ADMISION A LA UNIVERSIDAD;29;PROGRAMA DE ADMISION ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ;2022-2S;2022-2S;NUMERO DE CEDULA;HOMBRE;19;4;3.9;3.9;3;2;;;;;20;CESAR;1;VALLEDUPAR;170;COLOMBIA;NO;NO;Plantel Oficial;570.324
SEDE DE LA PAZ;1004;ESCUELA DE PREGRADO LA PAZ;L005;INGENIERIA BIOLOGICA;3;PREGRADO;17.5;1;EXAMEN DE ADMISION A LA UNIVERSIDAD;29;PROGRAMA DE ADMISION ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ;2022-2S;2022-2S;TARJETA IDENTIDAD;HOMBRE;18;4;3.9;4.1;16;2;;;;;11;BOGOTA;1;BOGOTA;170;COLOMBIA;NO;NO;Plantel Oficial;548.96
SEDE DE LA PAZ;1004;ESCUELA DE PREGRADO LA PAZ;L004;GESTION CULTURAL Y COMUNICATIVA;3;PREGRADO;21.3;1;EXAMEN DE ADMISION A LA UNIVERSIDAD;29;PROGRAMA DE ADMISION ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ;2022-2S;2022-2S;NUMERO DE CEDULA;HOMBRE;21;4;4.2;4.2;3;1;20;CESAR;1;VALLEDUPAR;8;ATLANTICO;1;BARRANQUILLA;170;COLOMBIA;NO;NO;Plantel Oficial;505.323
SEDE DE LA PAZ;1004;ESCUELA DE PREGRADO LA PAZ;L003;GEOGRAFIA;3;PREGRADO;24.8;1;EXAMEN DE ADMISION A LA UNIVERSIDAD;29;PROGRAMA DE ADMISION ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ;2022-2S;2022-2S;NUMERO DE CEDULA;HOMBRE;19;4;4.1;4.1;1;1;;;;;68;SANTANDER;1;BUCARAMANGA;170;COLOMBIA;NO;NO;Plantel Oficial;340.053
SEDE DE LA PAZ;1004;ESCUELA DE PREGRADO LA PAZ;L005;INGENIERIA BIOLOGICA;3;PREGRADO;15.8;1;EXAMEN DE ADMISION A LA UNIVERSIDAD;29;PROGRAMA DE ADMISION ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ;2022-2S;2022-2S;NUMERO DE CEDULA;HOMBRE;20;4;3.7;3.7;2;1;;;;;20;CESAR;1;VALLEDUPAR;170;COLOMBIA;NO;NO;Plantel Oficial;450.749
SEDE DE LA PAZ;1004;ESCUELA DE PREGRADO LA PAZ;L004;GESTION CULTURAL Y COMUNICATIVA;3;PREGRADO;6;1;EXAMEN DE ADMISION A LA UNIVERSIDAD;29;PROGRAMA DE ADMISION ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ;2022-2S;2022-2S;NUMERO DE CEDULA;MUJER;23;3;2.9;2.9;4;1;;;;;20;CESAR;443;MANAURE BALCON DEL CESAR;170;COLOMBIA;NO;NO;Plantel Oficial;380.266
SEDE DE LA PAZ;1004;ESCUELA DE PREGRADO LA PAZ;L004;GESTION CULTURAL Y COMUNICATIVA;3;PREGRADO;21.3;1;EXAMEN DE ADMISION A LA UNIVERSIDAD;29;PROGRAMA DE ADMISION ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ;2022-2S;2022-2S;TARJETA IDENTIDAD;HOMBRE;19;4;4.3;4.3;20;1;;;;;20;CESAR;1;VALLEDUPAR;170;COLOMBIA;NO;NO;Plantel Privado;509.979
SEDE DE LA PAZ;1004;ESCUELA DE PREGRADO LA PAZ;L003;GEOGRAFIA;3;PREGRADO;22;1;EXAMEN DE ADMISION A LA UNIVERSIDAD;29;PROGRAMA DE ADMISION ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ;2022-2S;2022-2S;NUMERO DE CEDULA;HOMBRE;19;4;4.2;4.2;2;1;;;;;20;CESAR;1;VALLEDUPAR;170;COLOMBIA;NO;NO;Plantel Oficial;442.328
SEDE DE LA PAZ;1004;ESCUELA DE PREGRADO LA PAZ;L003;GEOGRAFIA;3;PREGRADO;17;1;EXAMEN DE ADMISION A LA UNIVERSIDAD;29;PROGRAMA DE ADMISION ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ;2022-2S;2022-2S;NUMERO DE CEDULA;HOMBRE;23;4;3.7;3.7;5;2;;;;;20;CESAR;1;VALLEDUPAR;170;COLOMBIA;NO;NO;Plantel Oficial;337.084
SEDE DE LA PAZ;1004;ESCUELA DE PREGRADO LA PAZ;L001;BIOLOGIA;3;PREGRADO;17.3;1;EXAMEN DE ADMISION A LA UNIVERSIDAD;29;PROGRAMA DE ADMISION ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ;2022-2S;2022-2S;NUMERO DE CEDULA;MUJER;19;4;3.8;3.8;38;1;;;;;20;CESAR;1;VALLEDUPAR;170;COLOMBIA;NO;NO;Plantel Oficial;432.391
SEDE DE LA PAZ;1004;ESCUELA DE PREGRADO LA PAZ;L001;BIOLOGIA;3;PREGRADO;7.3;1;EXAMEN DE ADMISION A LA UNIVERSIDAD;29;PROGRAMA DE ADMISION ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ;2022-2S;2022-2S;TARJETA IDENTIDAD;HOMBRE;19;4;3.2;3.2;2;1;;;;;20;CESAR;750;SAN DIEGO;170;COLOMBIA;NO;NO;Plantel Oficial;397.18
SEDE DE LA PAZ;1004;ESCUELA DE PREGRADO LA PAZ;L003;GEOGRAFIA;3;PREGRADO;24.1;1;EXAMEN DE ADMISION A LA UNIVERSIDAD;29;PROGRAMA DE ADMISION ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ;2022-2S;2022-2S;TARJETA IDENTIDAD;HOMBRE;18;4;4.4;4.4;2;1;20;CESAR;1;VALLEDUPAR;20;CESAR;1;VALLEDUPAR;170;COLOMBIA;NO;NO;Plantel Oficial;400.96
SEDE DE LA PAZ;1004;ESCUELA DE PREGRADO LA PAZ;L001;BIOLOGIA;3;PREGRADO;3.9;1;EXAMEN DE ADMISION A LA UNIVERSIDAD;24;VICTIMAS DEL CONFLICTO ARMADO EN COLOMBIA;2023-1S;2023-2S;NUMERO DE CEDULA;MUJER;19;2;4.5;4.5;3;1;20;CESAR;1;VALLEDUPAR;20;CESAR;1;VALLEDUPAR;170;COLOMBIA;SI;NO;Plantel Oficial;564.394
SEDE DE LA PAZ;1004;ESCUELA DE PREGRADO LA PAZ;L003;GEOGRAFIA;3;PREGRADO;11.3;1;EXAMEN DE ADMISION A LA UNIVERSIDAD;24;VICTIMAS DEL CONFLICTO ARMADO EN COLOMBIA;2023-1S;2023-1S;NUMERO DE CEDULA;HOMBRE;24;3;3.5;3.5;6;2;;;;;20;CESAR;1;VALLEDUPAR;170;COLOMBIA;SI;NO;Plantel Privado;486.808
SEDE DE LA PAZ;1004;ESCUELA DE PREGRADO LA PAZ;L004;GESTION CULTURAL Y COMUNICATIVA;3;PREGRADO;10.7;1;EXAMEN DE ADMISION A LA UNIVERSIDAD;3;PAES - INDIGENA;2023-1S;2023-1S;TARJETA IDENTIDAD;MUJER;17;3;4.2;4.2;10;2;20;CESAR;1;VALLEDUPAR;20;CESAR;1;VALLEDUPAR;170;COLOMBIA;NO;NO;Plantel Oficial;475.344
SEDE DE LA PAZ;1004;ESCUELA DE PREGRADO LA PAZ;L002;ESTADISTICA;3;PREGRADO;10.3;1;EXAMEN DE ADMISION A LA UNIVERSIDAD;3;PAES - INDIGENA;2023-1S;2023-1S;TARJETA IDENTIDAD;MUJER;18;3;4.1;4.1;1;1;;;;;20;CESAR;1;VALLEDUPAR;170;COLOMBIA;NO;NO;Plantel Oficial;484.198
SEDE DE LA PAZ;1004;ESCUELA DE PREGRADO LA PAZ;L005;INGENIERIA BIOLOGICA;3;PREGRADO;13;1;EXAMEN DE ADMISION A LA UNIVERSIDAD;24;VICTIMAS DEL CONFLICTO ARMADO EN COLOMBIA;2023-1S;2023-1S;NUMERO DE CEDULA;HOMBRE;19;3;4.3;4.3;3;1;;;;;20;CESAR;443;MANAURE BALCON DEL CESAR;170;COLOMBIA;SI;NO;Plantel Oficial;477.117
SEDE DE LA PAZ;1004;ESCUELA DE PREGRADO LA PAZ;L004;GESTION CULTURAL Y COMUNICATIVA;3;PREGRADO;11.3;1;EXAMEN DE ADMISION A LA UNIVERSIDAD;1;REGULAR DE PREGRADO;2023-1S;2023-1S;NUMERO DE CEDULA;HOMBRE;18;3;3.4;3.4;37;2;20;CESAR;621;LA PAZ;20;CESAR;621;LA PAZ;170;COLOMBIA;NO;NO;Plantel Oficial;436.538
SEDE DE LA PAZ;1004;ESCUELA DE PREGRADO LA PAZ;L003;GEOGRAFIA;3;PREGRADO;11.3;1;EXAMEN DE ADMISION A LA UNIVERSIDAD;24;VICTIMAS DEL CONFLICTO ARMADO EN COLOMBIA;2023-1S;2023-1S;NUMERO DE CEDULA;HOMBRE;30;3;3.9;3.9;4;2;20;CESAR;621;LA PAZ;44;LA GUAJIRA;430;MAICAO;170;COLOMBIA;SI;NO;Plantel Oficial;482.35
SEDE DE LA PAZ;1004;ESCUELA DE PREGRADO LA PAZ;L003;GEOGRAFIA;3;PREGRADO;11.3;1;EXAMEN DE ADMISION A LA UNIVERSIDAD;24;VICTIMAS DEL CONFLICTO ARMADO EN COLOMBIA;2023-1S;2023-1S;TARJETA IDENTIDAD;MUJER;18;3;4.1;4.1;2;1;20;CESAR;1;VALLEDUPAR;47;MAGDALENA;245;EL BANCO;170;COLOMBIA;SI;NO;Plantel Oficial;468.505
SEDE DE LA PAZ;1004;ESCUELA DE PREGRADO LA PAZ;L004;GESTION CULTURAL Y COMUNICATIVA;3;PREGRADO;10.7;1;EXAMEN DE ADMISION A LA UNIVERSIDAD;1;REGULAR DE PREGRADO;2023-1S;2023-1S;TARJETA IDENTIDAD;MUJER;19;3;3.9;3.9;1;1;20;CESAR;1;VALLEDUPAR;20;CESAR;1;VALLEDUPAR;170;COLOMBIA;NO;NO;Plantel Oficial;466.546
SEDE DE LA PAZ;1004;ESCUELA DE PREGRADO LA PAZ;L001;BIOLOGIA;3;PREGRADO;8.9;1;EXAMEN DE ADMISION A LA UNIVERSIDAD;1;REGULAR DE PREGRADO;2023-1S;2023-1S;TARJETA IDENTIDAD;HOMBRE;17;3;4;4;20;2;20;CESAR;1;VALLEDUPAR;47;MAGDALENA;1;SANTA MARTA;170;COLOMBIA;NO;NO;Plantel Privado;591.178
SEDE DE LA PAZ;1004;ESCUELA DE PREGRADO LA PAZ;L002;ESTADISTICA;3;PREGRADO;8.4;1;EXAMEN DE ADMISION A LA UNIVERSIDAD;1;REGULAR DE PREGRADO;2023-1S;2023-1S;NUMERO DE CEDULA;HOMBRE;20;3;4.4;4.4;2;1;;;;;20;CESAR;1;VALLEDUPAR;170;COLOMBIA;NO;NO;Plantel Privado;465.886
SEDE DE LA PAZ;1004;ESCUELA DE PREGRADO LA PAZ;L004;GESTION CULTURAL Y COMUNICATIVA;3;PREGRADO;12.7;1;EXAMEN DE ADMISION A LA UNIVERSIDAD;1;REGULAR DE PREGRADO;2023-1S;2023-1S;NUMERO DE CEDULA;MUJER;21;3;4.1;4.1;17;2;;;;;20;CESAR;1;VALLEDUPAR;170;COLOMBIA;NO;NO;Plantel Privado;430.542
SEDE DE LA PAZ;1004;ESCUELA DE PREGRADO LA PAZ;L003;GEOGRAFIA;3;PREGRADO;5;1;EXAMEN DE ADMISION A LA UNIVERSIDAD;24;VICTIMAS DEL CONFLICTO ARMADO EN COLOMBIA;2023-1S;2023-2S;NUMERO DE CEDULA;MUJER;19;2;4.2;4.2;3;1;;;;;20;CESAR;1;VALLEDUPAR;170;COLOMBIA;SI;NO;Plantel Oficial;497.055
SEDE DE LA PAZ;1004;ESCUELA DE PREGRADO LA PAZ;L003;GEOGRAFIA;3;PREGRADO;11.3;1;EXAMEN DE ADMISION A LA UNIVERSIDAD;1;REGULAR DE PREGRADO;2023-1S;2023-1S;TARJETA IDENTIDAD;MUJER;17;3;3.9;3.9;2;1;20;CESAR;621;LA PAZ;20;CESAR;1;VALLEDUPAR;170;COLOMBIA;NO;NO;Plantel Oficial;420.568
SEDE DE LA PAZ;1004;ESCUELA DE PREGRADO LA PAZ;L001;BIOLOGIA;3;PREGRADO;10.6;1;EXAMEN DE ADMISION A LA UNIVERSIDAD;1;REGULAR DE PREGRADO;2023-1S;2023-1S;TARJETA IDENTIDAD;HOMBRE;18;3;3.9;3.9;3;1;;;;;20;CESAR;621;LA PAZ;170;COLOMBIA;NO;NO;Plantel Oficial;517.614
SEDE DE LA PAZ;1004;ESCUELA DE PREGRADO LA PAZ;L002;ESTADISTICA;3;PREGRADO;9;1;EXAMEN DE ADMISION A LA UNIVERSIDAD;24;VICTIMAS DEL CONFLICTO ARMADO EN COLOMBIA;2023-1S;2023-1S;TARJETA IDENTIDAD;HOMBRE;18;3;3.6;3.6;6;1;;;;;20;CESAR;750;SAN DIEGO;170;COLOMBIA;SI;NO;Plantel Oficial;462.897
SEDE DE LA PAZ;1004;ESCUELA DE PREGRADO LA PAZ;L001;BIOLOGIA;3;PREGRADO;8.9;1;EXAMEN DE ADMISION A LA UNIVERSIDAD;1;REGULAR DE PREGRADO;2023-1S;2023-1S;TARJETA IDENTIDAD;MUJER;18;3;4.4;4.4;46;2;20;CESAR;1;VALLEDUPAR;52;NARINO;1;PASTO;170;COLOMBIA;NO;NO;Plantel Privado;586.701
SEDE DE LA PAZ;1004;ESCUELA DE PREGRADO LA PAZ;L005;INGENIERIA BIOLOGICA;3;PREGRADO;9.6;1;EXAMEN DE ADMISION A LA UNIVERSIDAD;1;REGULAR DE PREGRADO;2023-1S;2023-1S;TARJETA IDENTIDAD;HOMBRE;17;3;3.4;3.4;10;2;20;CESAR;1;VALLEDUPAR;47;MAGDALENA;1;SANTA MARTA;170;COLOMBIA;NO;NO;Plantel Oficial;565.061
SEDE DE LA PAZ;1004;ESCUELA DE PREGRADO LA PAZ;L002;ESTADISTICA;3;PREGRADO;10.3;1;EXAMEN DE ADMISION A LA UNIVERSIDAD;1;REGULAR DE PREGRADO;2023-1S;2023-1S;TARJETA IDENTIDAD;HOMBRE;17;3;3.6;3.6;51;2;;;;;20;CESAR;1;VALLEDUPAR;170;COLOMBIA;NO;NO;Plantel Privado;579.197
SEDE DE LA PAZ;1004;ESCUELA DE PREGRADO LA PAZ;L002;ESTADISTICA;3;PREGRADO;10.3;1;EXAMEN DE ADMISION A LA UNIVERSIDAD;1;REGULAR DE PREGRADO;2023-1S;2023-1S;TARJETA IDENTIDAD;MUJER;17;3;3.7;3.7;5;0;;;;;20;CESAR;621;LA PAZ;170;COLOMBIA;NO;NO;Plantel Oficial;484.551
SEDE DE LA PAZ;1004;ESCUELA DE PREGRADO LA PAZ;L001;BIOLOGIA;3;PREGRADO;7.8;1;EXAMEN DE ADMISION A LA UNIVERSIDAD;1;REGULAR DE PREGRADO;2023-1S;2023-1S;TARJETA IDENTIDAD;HOMBRE;19;3;3.9;3.9;3;1;20;CESAR;1;VALLEDUPAR;20;CESAR;1;VALLEDUPAR;170;COLOMBIA;NO;NO;Plantel Oficial;521.121
SEDE DE LA PAZ;1004;ESCUELA DE PREGRADO LA PAZ;L002;ESTADISTICA;3;PREGRADO;4.5;1;EXAMEN DE ADMISION A LA UNIVERSIDAD;1;REGULAR DE PREGRADO;2023-2S;2023-2S;TARJETA IDENTIDAD;HOMBRE;18;2;4;4;22;1;20;CESAR;750;SAN DIEGO;20;CESAR;1;VALLEDUPAR;170;COLOMBIA;NO;NO;Plantel Oficial;491.093
SEDE DE LA PAZ;1004;ESCUELA DE PREGRADO LA PAZ;L004;GESTION CULTURAL Y COMUNICATIVA;3;PREGRADO;0;1;EXAMEN DE ADMISION A LA UNIVERSIDAD;1;REGULAR DE PREGRADO;2024-1S;2024-1S;TARJETA IDENTIDAD;HOMBRE;18;;;;13;2;;;;;20;CESAR;1;VALLEDUPAR;170;COLOMBIA;NO;NO;Plantel Privado;414.871
SEDE DE LA PAZ;1004;ESCUELA DE PREGRADO LA PAZ;L002;ESTADISTICA;3;PREGRADO;0;1;EXAMEN DE ADMISION A LA UNIVERSIDAD;21;PAES - POBLACION NEGRA, AFROCOLOMBIANA, PALENQUERA Y RAIZAL;2024-1S;2024-1S;TARJETA IDENTIDAD;HOMBRE;16;;;;24;2;;;;;20;CESAR;1;VALLEDUPAR;170;COLOMBIA;NO;NO;Plantel Oficial;532.553
SEDE DE LA PAZ;1004;ESCUELA DE PREGRADO LA PAZ;L003;GEOGRAFIA;3;PREGRADO;0;1;EXAMEN DE ADMISION A LA UNIVERSIDAD;1;REGULAR DE PREGRADO;2024-1S;2024-1S;TARJETA IDENTIDAD;HOMBRE;17;;;;53;1;;;;;20;CESAR;13;AGUSTIN CODAZZI;170;COLOMBIA;NO;NO;Plantel Oficial;335.134
SEDE DE LA PAZ;1004;ESCUELA DE PREGRADO LA PAZ;L002;ESTADISTICA;3;PREGRADO;0;1;EXAMEN DE ADMISION A LA UNIVERSIDAD;24;VICTIMAS DEL CONFLICTO ARMADO EN COLOMBIA;2024-1S;2024-1S;TARJETA IDENTIDAD;HOMBRE;16;;;;41;2;;;;;20;CESAR;570;PUEBLO BELLO;170;COLOMBIA;SI;NO;Plantel Oficial;544.258
SEDE DE LA PAZ;1004;ESCUELA DE PREGRADO LA PAZ;L003;GEOGRAFIA;3;PREGRADO;0;1;EXAMEN DE ADMISION A LA UNIVERSIDAD;1;REGULAR DE PREGRADO;2024-1S;2024-1S;TARJETA IDENTIDAD;MUJER;17;;;;3;1;;;;;47;MAGDALENA;570;PUEBLOVIEJO;170;COLOMBIA;NO;NO;Plantel Oficial;386.404
SEDE DE LA PAZ;1004;ESCUELA DE PREGRADO LA PAZ;L003;GEOGRAFIA;3;PREGRADO;0;1;EXAMEN DE ADMISION A LA UNIVERSIDAD;24;VICTIMAS DEL CONFLICTO ARMADO EN COLOMBIA;2024-1S;2024-1S;NUMERO DE CEDULA;MUJER;20;;;;34;1;;;;;20;CESAR;13;AGUSTIN CODAZZI;170;COLOMBIA;SI;NO;Plantel Oficial;372.849
SEDE DE LA PAZ;1004;ESCUELA DE PREGRADO LA PAZ;L002;ESTADISTICA;3;PREGRADO;4.5;1;EXAMEN DE ADMISION A LA UNIVERSIDAD;1;REGULAR DE PREGRADO;2023-2S;2023-2S;TARJETA IDENTIDAD;MUJER;18;2;4.5;4.5;3;1;;;;;;;;;862;VENEZUELA;NO;NO;Plantel Oficial;476.914
SEDE DE LA PAZ;1004;ESCUELA DE PREGRADO LA PAZ;L001;BIOLOGIA;3;PREGRADO;3.9;1;EXAMEN DE ADMISION A LA UNIVERSIDAD;1;REGULAR DE PREGRADO;2023-2S;2023-2S;TARJETA IDENTIDAD;MUJER;18;2;4.1;4.1;14;1;;;;;20;CESAR;1;VALLEDUPAR;170;COLOMBIA;NO;NO;Plantel Oficial;436.64
SEDE DE LA PAZ;1004;ESCUELA DE PREGRADO LA PAZ;L001;BIOLOGIA;3;PREGRADO;3.9;1;EXAMEN DE ADMISION A LA UNIVERSIDAD;3;PAES - INDIGENA;2023-2S;2023-2S;TARJETA IDENTIDAD;HOMBRE;18;2;3.8;3.8;2;1;;;;;20;CESAR;1;VALLEDUPAR;170;COLOMBIA;NO;NO;Plantel Oficial;447.293
SEDE DE LA PAZ;1004;ESCUELA DE PREGRADO LA PAZ;L002;ESTADISTICA;3;PREGRADO;3.2;1;EXAMEN DE ADMISION A LA UNIVERSIDAD;1;REGULAR DE PREGRADO;2023-2S;2023-2S;TARJETA IDENTIDAD;HOMBRE;18;2;3.7;3.7;2;1;;;;;44;LA GUAJIRA;420;LA JAGUA DEL PILAR;170;COLOMBIA;NO;NO;Plantel Oficial;321.398
SEDE DE LA PAZ;1004;ESCUELA DE PREGRADO LA PAZ;L002;ESTADISTICA;3;PREGRADO;4.5;1;EXAMEN DE ADMISION A LA UNIVERSIDAD;1;REGULAR DE PREGRADO;2023-2S;2023-2S;TARJETA IDENTIDAD;MUJER;18;2;4.1;4.1;2;1;20;CESAR;250;EL PASO;20;CESAR;32;ASTREA;170;COLOMBIA;NO;NO;Plantel Oficial;366.623
SEDE DE LA PAZ;1004;ESCUELA DE PREGRADO LA PAZ;L004;GESTION CULTURAL Y COMUNICATIVA;3;PREGRADO;4.7;1;EXAMEN DE ADMISION A LA UNIVERSIDAD;24;VICTIMAS DEL CONFLICTO ARMADO EN COLOMBIA;2023-2S;2023-2S;NUMERO DE CEDULA;MUJER;19;2;4.2;4.2;2;1;;;;;20;CESAR;443;MANAURE BALCON DEL CESAR;170;COLOMBIA;SI;NO;Plantel Oficial;376.115
SEDE DE LA PAZ;1004;ESCUELA DE PREGRADO LA PAZ;L001;BIOLOGIA;3;PREGRADO;3.9;1;EXAMEN DE ADMISION A LA UNIVERSIDAD;24;VICTIMAS DEL CONFLICTO ARMADO EN COLOMBIA;2023-2S;2023-2S;NUMERO DE CEDULA;MUJER;24;2;3.9;3.9;2;1;20;CESAR;1;VALLEDUPAR;20;CESAR;1;VALLEDUPAR;170;COLOMBIA;SI;NO;Plantel Oficial;423.865
